,oil_price_2000
577,18.55794
578,12.14371
579,13.9813
580,13.9813
581,23.71533
582,39.04015
583,50.38642
584,22.21579
585,19.09535
586,7.879107
587,8.815239
588,12.70712
589,9.768706
590,12.71579
591,9.933396
592,9.864053
593,60.11999161
594,74.01507
595,12.14371
596,9.161955
597,9.864053
598,8.347174
599,21.41834
600,10.95621
601,13.17518
602,10.23677
603,9.161955
604,67.14143
605,49.50098024
606,21.41834
607,85.17070839
608,14.47537
609,13.38321
610,26.54107
611,24.86816
612,8.815239
613,12.03969
614,7.879107
615,23.71533
616,28.50001
617,50.38642
618,58.02282
619,58.02282
620,12.71579
621,67.14143
622,14.47537
623,23.71533
624,13.9813
625,9.708031
626,12.08303
627,23.698
628,12.21305
629,9.708031
630,23.698
631,23.71533
632,10.08942
633,23.71533
634,12.71579
635,62.7780519
636,55.369
637,9.708031
638,23.698
639,39.93295
640,8.347174
641,43.43477
642,38.23404
643,14.47537
644,39.04015
645,8.347174
646,24.95484
647,10.08942
648,13.17518
649,13.9813
650,9.933396
651,10.91287
652,47.25731
653,67.14143
654,10.23677
655,34.29882
656,50.38642
657,12.24772
658,20.3782
659,7.879107
660,12.27372
661,74.01507
662,18.26323
663,14.47537
664,12.14371
665,9.161955
666,12.21305
667,10.95621
668,23.698
669,10.95621
670,39.04015
671,45.81844
672,12.27372
673,12.71579
674,9.708031
675,58.02282
676,9.768706
677,13.17518
678,9.161955
679,21.41834
680,36.43979
681,20.3782
682,49.50098024
683,12.26506
684,28.50001
685,12.71579
686,12.03969
687,23.38595
688,45.81844
689,71.97258787
690,75.97401
691,49.50098024
692,62.7780519
693,18.55794
694,27.45986
695,9.413323
696,10.23677
697,74.01507
698,74.01507
699,20.01414
700,49.50098024
701,39.04015
702,12.03969
703,85.17070839
704,9.864053
705,47.25731
706,12.27372
707,50.38642
708,14.47537
709,39.93295
710,10.12409
711,8.797903
712,12.70712
713,12.37774
714,12.49909
715,14.47537
716,22.21579
717,13.66059
718,12.14371
719,12.42108
720,8.347174
721,67.14143
722,19.09535
723,23.38595
724,45.81844
725,12.24772
726,75.97401
727,47.25731
728,83.75446549
729,43.43477
730,23.698
731,10.12409
732,9.708031
733,36.53513
734,67.14143
735,28.50001
736,12.24772
737,12.07436
738,30.875
739,38.23404
740,9.413322
741,77.78562545
742,27.45986
743,47.25731
744,13.38321
745,8.797903
746,9.413323
747,30.875
748,36.43979
749,28.50001
750,39.04015
751,12.37774
752,47.25731
753,36.43979
754,18.26323
755,9.768706
756,49.50098024
757,26.54107
758,26.54107
759,83.75446549
760,10.91287
761,24.95484
762,26.54107
763,36.43979
764,22.21579
765,9.768706
766,24.95484
767,45.81844
768,27.45986
769,50.38642
770,10.12409
771,10.23677
772,27.45986
773,23.71533
774,7.879107
775,13.17518
776,23.71533
777,22.48449
778,30.875
779,38.23404
780,50.38642
781,50.38642
782,13.9813
783,7.879107
784,28.50001
785,20.01414
786,14.47537
787,20.01414
788,62.7780519
789,12.03969
790,13.17518
791,11.47628
792,10.91287
793,10.23677
794,11.81433
795,67.14143
796,58.02282
797,12.49909
798,10.08942
799,22.21579
800,11.81433
801,14.06798
802,12.42108
803,9.708031
804,10.95621
805,9.708031
806,12.03969
807,13.61725
808,10.08942
809,23.698
810,9.413323
811,11.47628
812,12.03969
813,8.797903
814,18.55794
815,77.78562545
816,12.08303
817,18.55794
818,22.48449
819,7.879107
820,39.04015
821,34.29882
822,12.27372
823,8.815239
824,18.55794
825,67.14143
826,13.38321
827,23.71533
828,12.71579
829,24.86816
830,12.42108
831,39.93295
832,77.78562545
833,13.61725
834,67.14143
835,11.47628
836,77.78562545
837,39.93295
838,55.369
839,14.06798
840,12.03969
841,74.01507
842,11.19891
843,10.91287
844,58.02282
845,8.797903
846,9.708031
847,43.43477
848,9.933396
849,22.21579
850,23.38595
851,11.47628
852,26.54107
853,8.815239
854,62.7780519
855,28.50001
856,43.43477
857,58.02282
858,60.11999161
859,12.03969
860,47.25731
861,26.54107
862,22.21579
863,13.17518
864,22.48449
865,13.9813
866,21.41834
867,7.879107
868,8.797903
869,39.93295
870,11.19891
871,11.47628
872,10.23677
873,10.86086
874,12.07436
875,10.86086
876,9.768706
877,50.38642
878,12.08303
879,38.23404
880,12.14371
881,22.21579
882,22.21579
883,12.26506
884,62.7780519
885,13.66059
886,12.26506
887,85.17070839
888,30.875
889,14.06798
890,12.21305
891,22.48449
892,11.81433
893,21.41834
894,50.38642
895,8.347174
896,12.14371
897,22.21579
898,85.17070839
899,34.29882
900,49.50098024
901,9.768706
902,23.698
903,13.66059
904,71.97258787
905,36.53513
906,13.17518
907,12.21305
908,10.08942
909,83.75446549
910,36.53513
911,34.29882
912,21.41834
913,36.53513
914,85.17070839
915,12.24772
916,55.369
917,47.25731
918,12.14371
919,7.879107
920,13.38321
921,80.31953005
922,19.09535
923,9.864053
924,20.3782
925,22.21579
926,13.66059
927,12.14371
928,55.369
929,10.23677
930,77.78562545
931,7.879107
932,18.26323
933,71.97258787
934,28.50001
935,80.31953005
936,12.27372
937,8.815239
938,12.70712
939,8.797903
940,10.86086
941,20.01414
942,12.24772
943,14.06798
944,45.81844
945,58.02282
946,9.161955
947,13.66059
948,36.53513
949,12.37774
950,12.21305
951,13.61725
952,10.95621
953,23.698
954,23.38595
955,8.797903
956,12.26506
957,39.93295
958,45.81844
959,7.879107
960,23.698
961,20.3782
962,11.81433
963,12.14371
964,14.06798
965,80.31953005
966,24.95484
967,80.31953005
968,12.71579
969,12.71579
970,12.27372
971,21.41834
972,14.06798
973,9.864053
974,36.53513
975,12.08303
976,9.768706
977,12.58577
978,12.49909
979,60.11999161
980,12.37774
981,12.37774
982,20.3782
983,38.23404
984,11.19891
985,22.21579
986,12.27372
987,71.97258787
988,49.50098024
989,30.875
990,12.21305
991,9.708031
992,8.347174
993,12.37774
994,27.45986
995,21.41834
996,23.698
997,12.07436
998,13.9813
999,38.23404
1000,12.42108
1001,38.23404
1002,43.43477
1003,24.95484
1004,12.08303
1005,9.708031
1006,12.58577
1007,10.86086
1008,9.994071
1009,12.24772
1010,19.09535
1011,71.97258787
1012,19.09535
1013,30.875
1014,12.49909
1015,22.21579
1016,12.21305
1017,13.38321
1018,11.19891
1019,23.698
1020,43.43477
1021,11.19891
1022,62.7780519
1023,38.23404
1024,11.71031
1025,12.71579
1026,22.48449
1027,12.49909
1028,10.86086
1029,9.708031
1030,13.61725
1031,36.43979
1032,24.86816
1033,24.95484
1034,30.875
1035,34.29882
1036,11.19891
1037,28.50001
1038,12.27372
1039,9.994071
1040,12.03969
1041,12.07436
1042,9.413323
1043,20.01414
1044,67.14143
1045,30.875
1046,50.38642
1047,83.75446549
1048,75.97401
1049,9.161955
1050,11.47628
1051,11.71031
1052,18.26323
1053,12.03969
1054,39.04015
1055,23.71533
1056,9.708031
1057,13.38321
1058,39.04015
1059,14.47537
1060,11.81433
1061,8.815239
1062,11.81433
1063,85.17070839
1064,10.23677
1065,77.78562545
1066,23.38595
1067,38.23404
1068,21.41834
1069,22.48449
1070,80.31953005
1071,7.879107
1072,12.03969
1073,43.43477
1074,39.04015
1075,12.37774
1076,83.75446549
1077,8.797903
1078,60.11999161
1079,14.06798
1080,55.369
1081,26.54107
1082,7.879107
1083,20.3782
1084,13.9813
1085,14.47537
1086,12.71579
1087,39.93295
1088,8.815239
1089,12.07436
1090,12.37774
1091,75.97401
1092,34.29882
1093,9.933396
1094,10.12409
1095,28.50001
1096,28.50001
1097,10.95621
1098,13.9813
1099,71.97258787
1100,9.933396
1101,34.29882
1102,45.81844
1103,12.07436
1104,11.71031
1105,39.93295
1106,12.14371
1107,12.58577
1108,23.38595
1109,28.50001
1110,83.75446549
1111,11.71031
1112,10.91287
1113,27.45986
1114,12.42108
1115,13.38321
1116,12.07436
1117,11.71031
1118,10.08942
1119,11.71031
1120,75.97401
1121,13.61725
1122,12.03969
1123,10.86086
1124,30.875
1125,12.58577
1126,10.08942
1127,13.61725
1128,11.81433
1129,85.17070839
1130,27.45986
1131,12.49909
1132,12.27372
1133,11.19891
1134,49.50098024
1135,80.31953005
1136,10.12409
1137,12.42108
1138,14.06798
1139,11.19891
1140,13.9813
1141,11.71031
1142,24.95484
1143,21.41834
1144,12.27372
1145,77.78562545
1146,9.933396
1147,34.29882
1148,27.45986
1149,20.3782
1150,12.14371
1151,85.17070839
1152,20.3782
1153,20.01414
1154,12.21305
1155,12.07436
1156,14.06798
1157,11.47628
1158,9.413322
1159,8.815239
1160,39.04015
1161,10.08942
1162,13.61725
1163,20.01414
1164,10.08942
1165,77.78562545
1166,13.9813
1167,12.42108
1168,23.38595
1169,9.994071
1170,9.161955
1171,20.01414
1172,20.3782
1173,47.25731
1174,26.54107
1175,9.708031
1176,49.50098024
1177,10.23677
1178,80.31953005
1179,9.161955
1180,12.24772
1181,9.161955
1182,10.08942
1183,8.815239
1184,49.50098024
1185,13.38321
1186,49.50098024
1187,71.97258787
1188,43.43477
1189,23.698
1190,22.48449
1191,12.37774
1192,9.413322
1193,85.17070839
1194,12.07436
1195,36.53513
1196,28.50001
1197,10.23677
1198,45.81844
1199,12.07436
1200,28.50001
1201,21.41834
1202,12.70712
1203,9.413322
1204,45.81844
1205,13.9813
1206,39.04015
1207,13.9813
1208,9.708031
1209,85.17070839
1210,12.03969
1211,12.21305
1212,23.698
1213,12.26506
1214,20.3782
1215,75.97401
1216,8.797903
1217,12.26506
1218,62.7780519
1219,23.71533
1220,13.17518
1221,83.75446549
1222,12.37774
1223,20.3782
1224,10.12409
1225,10.08942
1226,8.347174
1227,9.994071
1228,13.66059
1229,10.12409
1230,60.11999161
1231,10.91287
1232,10.08942
1233,23.698
1234,75.97401
1235,13.61725
1236,39.04015
1237,8.815239
1238,60.11999161
1239,18.26323
1240,18.26323
1241,77.78562545
1242,12.14371
1243,74.01507
1244,23.698
1245,60.11999161
1246,9.708031
1247,75.97401
1248,23.698
1249,22.48449
1250,9.708031
1251,34.29882
1252,77.78562545
1253,28.50001
1254,12.24772
1255,12.07436
1256,47.25731
1257,58.02282
1258,22.21579
1259,12.70712
1260,12.27372
1261,12.03969
1262,8.797903
1263,13.66059
1264,11.19891
1265,12.70712
1266,9.708031
1267,39.93295
1268,10.12409
1269,12.21305
1270,9.933396
1271,23.698
1272,30.875
1273,80.31953005
1274,14.47537
1275,18.55794
1276,13.66059
1277,13.66059
1278,9.864053
1279,11.19891
1280,14.06798
1281,50.38642
1282,8.815239
1283,12.42108
1284,10.23677
1285,9.413323
1286,8.815239
1287,10.95621
1288,12.08303
1289,9.994071
1290,39.04015
1291,7.879107
1292,24.86816
1293,12.42108
1294,12.26506
1295,30.875
1296,20.01414
1297,12.70712
1298,77.78562545
1299,24.86816
1300,10.12409
1301,13.9813
1302,36.53513
1303,19.09535
1304,12.07436
1305,18.55794
1306,11.81433
1307,8.797903
1308,12.58577
1309,12.37774
1310,12.07436
1311,23.38595
1312,71.97258787
1313,12.42108
1314,9.708031
1315,58.02282
1316,58.02282
1317,11.71031
1318,23.71533
1319,80.31953005
1320,22.21579
1321,12.07436
1322,50.38642
1323,18.26323
1324,12.24772
1325,24.86816
1326,74.01507
1327,83.75446549
1328,75.97401
1329,10.23677
1330,9.161955
1331,74.01507
1332,30.875
1333,13.61725
1334,27.45986
1335,9.413323
1336,10.91287
1337,49.50098024
1338,12.08303
1339,12.03969
1340,36.43979
1341,13.66059
1342,8.347174
1343,14.47537
1344,12.26506
1345,20.3782
1346,12.24772
1347,10.12409
1348,12.37774
1349,12.08303
1350,12.08303
1351,43.43477
1352,36.53513
1353,19.09535
1354,60.11999161
1355,9.413322
1356,14.06798
1357,60.11999161
1358,38.23404
1359,10.91287
1360,12.07436
1361,74.01507
1362,12.71579
1363,13.17518
1364,13.9813
1365,24.95484
1366,9.933396
1367,9.708031
1368,12.26506
1369,12.26506
1370,12.07436
1371,9.161955
1372,14.47537
1373,74.01507
1374,12.37774
1375,9.933396
1376,10.12409
1377,85.17070839
1378,36.53513
1379,12.26506
1380,20.3782
1381,71.97258787
1382,62.7780519
1383,13.66059
1384,
1385,58.02282
1386,12.26506
1387,67.14143
1388,18.55794
1389,9.933396
1390,22.48449
1391,23.698
1392,22.21579
1393,9.161955
1394,9.161955
1395,60.11999161
1396,7.879107
1397,10.91287
1398,10.12409
1399,30.875
1400,39.04015
1401,19.09535
1402,75.97401
1403,10.08942
1404,23.38595
1405,12.21305
1406,8.347174
1407,12.27372
1408,71.97258787
1409,8.815239
1410,18.55794
1411,14.06798
1412,34.29882
1413,36.43979
1414,21.41834
1415,18.55794
1416,24.95484
1417,12.08303
1418,19.09535
1419,9.864053
1420,11.71031
1421,85.17070839
1422,8.815239
1423,10.23677
1424,71.97258787
1425,7.879107
1426,24.95484
1427,55.369
1428,71.97258787
1429,12.03969
1430,12.42108
1431,12.27372
1432,12.37774
1433,77.78562545
1434,39.04015
1435,14.47537
1436,74.01507
1437,9.994071
1438,39.93295
1439,12.70712
1440,47.25731
1441,14.06798
1442,9.933396
1443,71.97258787
1444,9.864053
1445,11.71031
1446,30.875
1447,36.53513
1448,9.413322
1449,74.01507
1450,43.43477
1451,28.50001
1452,9.708031
1453,28.50001
1454,85.17070839
1455,9.994071
1456,47.25731
1457,26.54107
1458,10.08942
1459,10.95621
1460,9.413322
1461,12.71579
1462,19.09535
1463,8.797903
1464,19.09535
1465,9.864053
1466,21.41834
1467,50.38642
1468,36.53513
1469,10.08942
1470,38.23404
1471,26.54107
1472,12.08303
1473,20.01414
1474,47.25731
1475,20.01414
1476,13.38321
1477,67.14143
1478,13.66059
1479,58.02282
1480,9.413323
1481,9.161955
1482,55.369
1483,39.04015
1484,8.347174
1485,23.71533
1486,13.17518
1487,12.03969
1488,67.14143
1489,14.47537
1490,19.09535
1491,20.3782
1492,12.08303
1493,12.49909
1494,10.86086
1495,8.797903
1496,13.66059
1497,14.47537
1498,18.55794
1499,9.933396
1500,13.38321
1501,19.09535
1502,8.797903
1503,10.95621
1504,12.08303
1505,19.09535
1506,49.50098024
1507,14.47537
1508,27.45986
1509,10.23677
1510,9.994071
1511,12.70712
1512,49.50098024
1513,23.71533
1514,26.54107
1515,8.815239
1516,85.17070839
1517,9.413323
1518,9.161955
1519,10.23677
1520,80.31953005
1521,9.413323
1522,10.91287
1523,20.3782
1524,13.66059
1525,18.26323
1526,13.38321
1527,10.08942
1528,11.19891
1529,80.31953005
1530,10.08942
1531,14.47537
1532,36.43979
1533,10.08942
1534,13.38321
1535,20.3782
1536,14.47537
1537,38.23404
1538,83.75446549
1539,14.06798
1540,12.42108
1541,14.06798
1542,12.07436
1543,83.75446549
1544,10.23677
1545,11.19891
1546,10.91287
1547,55.369
1548,11.71031
1549,30.875
1550,14.06798
1551,9.864053
1552,11.71031
1553,20.01414
1554,39.93295
1555,10.23677
1556,12.71579
1557,39.04015
1558,18.55794
1559,12.27372
1560,43.43477
1561,11.47628
1562,50.38642
1563,60.11999161
1564,19.09535
1565,23.38595
1566,10.23677
1567,12.71579
1568,23.71533
1569,67.14143
1570,12.26506
1571,12.42108
1572,62.7780519
1573,67.14143
1574,12.37774
1575,10.08942
1576,11.19891
1577,49.50098024
1578,20.01414
1579,23.38595
1580,49.50098024
1581,9.933396
1582,45.81844
1583,12.70712
1584,10.86086
1585,12.03969
1586,20.3782
1587,45.81844
1588,8.797903
1589,36.53513
1590,22.21579
1591,9.933396
1592,13.38321
1593,67.14143
1594,13.61725
1595,34.29882
1596,22.48449
1597,36.43979
1598,22.48449
1599,9.413323
1600,28.50001
1601,39.04015
1602,13.17518
1603,10.08942
1604,22.48449
1605,9.768706
1606,45.81844
1607,85.17070839
1608,47.25731
1609,34.29882
1610,12.21305
1611,27.45986
1612,12.21305
1613,12.58577
1614,9.708031
1615,11.71031
1616,12.37774
1617,20.01414
1618,9.768706
1619,22.21579
1620,30.875
1621,12.03969
1622,12.49909
1623,62.7780519
1624,10.23677
1625,22.48449
1626,12.14371
1627,23.71533
1628,80.31953005
1629,12.03969
1630,27.45986
1631,9.161955
1632,11.71031
1633,13.9813
1634,67.14143
1635,71.97258787
1636,9.413322
1637,9.994071
1638,26.54107
1639,12.70712
1640,18.26323
1641,19.09535
1642,18.55794
1643,9.864053
1644,24.86816
1645,30.875
1646,22.48449
1647,22.48449
1648,43.43477
1649,12.49909
1650,80.31953005
1651,23.38595
1652,9.994071
1653,11.81433
1654,10.91287
1655,12.70712
1656,11.47628
1657,18.55794
1658,43.43477
1659,74.01507
1660,18.26323
1661,36.43979
1662,12.03969
1663,12.49909
1664,12.26506
1665,10.12409
1666,12.21305
1667,49.50098024
1668,10.23677
1669,71.97258787
1670,10.08942
1671,12.27372
1672,11.81433
1673,24.95484
1674,13.17518
1675,11.47628
1676,24.86816
1677,9.708031
1678,12.49909
1679,13.61725
1680,10.08942
1681,12.21305
1682,9.933396
1683,49.50098024
1684,21.41834
1685,67.14143
1686,85.17070839
1687,27.45986
1688,9.161955
1689,21.41834
1690,11.19891
1691,47.25731
1692,23.38595
1693,36.43979
1694,11.81433
1695,9.864053
1696,7.879107
1697,7.879107
1698,47.25731
1699,71.97258787
1700,23.698
1701,10.95621
1702,10.91287
1703,12.14371
1704,19.09535
1705,45.81844
1706,22.21579
1707,49.50098024
1708,10.08942
1709,13.61725
1710,71.97258787
1711,24.86816
1712,80.31953005
1713,12.49909
1714,10.95621
1715,12.42108
1716,21.41834
1717,12.08303
1718,10.86086
1719,18.26323
1720,20.3782
1721,23.698
1722,13.38321
1723,12.58577
1724,67.14143
1725,23.698
1726,38.23404
1727,13.61725
1728,18.55794
1729,8.347174
1730,13.9813
1731,20.01414
1732,12.70712
1733,26.54107
1734,12.27372
1735,12.71579
1736,13.61725
1737,12.71579
1738,58.02282
1739,62.7780519
1740,11.47628
1741,26.54107
1742,39.04015
1743,12.27372
1744,12.71579
1745,26.54107
1746,27.45986
1747,49.50098024
1748,36.53513
1749,28.50001
1750,13.17518
1751,22.48449
1752,10.12409
1753,45.81844
1754,80.31953005
1755,12.24772
1756,9.161955
1757,74.01507
1758,18.26323
1759,26.54107
1760,12.37774
1761,36.53513
1762,83.75446549
1763,10.23677
1764,10.86086
1765,27.45986
1766,27.45986
1767,9.708031
1768,9.161955
1769,23.38595
1770,11.47628
1771,10.95621
1772,36.43979
1773,10.86086
1774,12.03969
1775,45.81844
1776,18.55794
1777,12.08303
1778,10.95621
1779,23.698
1780,34.29882
1781,12.24772
1782,23.698
1783,9.413323
1784,23.698
1785,12.21305
1786,30.875
1787,10.23677
1788,67.14143
1789,49.50098024
1790,23.71533
1791,19.09535
1792,20.3782
1793,43.43477
1794,10.23677
1795,49.50098024
1796,12.07436
1797,11.81433
1798,55.369
1799,12.71579
1800,9.708031
1801,12.71579
1802,45.81844
1803,67.14143
1804,77.78562545
1805,62.7780519
1806,23.698
1807,9.933396
1808,9.864053
1809,13.17518
1810,12.49909
1811,12.49909
1812,23.698
1813,30.875
1814,13.17518
1815,23.698
1816,11.71031
1817,21.41834
1818,60.11999161
1819,38.23404
1820,34.29882
1821,12.58577
1822,9.413322
1823,13.38321
1824,67.14143
1825,12.49909
1826,12.71579
1827,9.161955
1828,36.53513
1829,67.14143
1830,67.14143
1831,23.38595
1832,39.04015
1833,13.9813
1834,8.797903
1835,22.48449
1836,22.48449
1837,62.7780519
1838,13.17518
1839,18.26323
1840,18.26323
1841,23.698
1842,11.81433
1843,26.54107
1844,50.38642
1845,11.47628
1846,22.48449
1847,22.21579
1848,12.21305
1849,77.78562545
1850,36.43979
1851,13.61725
1852,19.09535
1853,23.698
1854,36.43979
1855,10.95621
1856,9.768706
1857,28.50001
1858,13.61725
1859,10.12409
